                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-macos-21.4.1"                                 "CRMATH"                               "20210624"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                           surf_avg_v_rot                          surf_avg_v_crit                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                     155                                      647                  1.0644617655540409E+005                  3.4331267262614960E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999451399979E-001                  1.6978904436324849E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999451399979E-001                  1.6978904436324849E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.7428455525194382E+000                 -9.8999999999999986E+001                 -2.2276219679134606E+001                 -6.7428455525194382E+000                 -6.7428455525195048E+000                 -1.9555298282439662E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7034339271022709E+000                  1.5177921701580206E+000                  8.7468139173896553E-001                  3.1658260985448643E+000                 -4.5187686092434608E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3435001770230818E+001                 -1.1748464661276135E+000                  6.4809347591850361E+000                  6.2123330603439364E-001                  8.5000496627224642E-001                  1.2966429887669240E+000                  6.9999999999911411E-001                  2.7997020236474895E-001                  3.4468833607861232E-003                  9.3805276451495445E-003                  3.4468833607861392E-003                  9.3805276451495410E-003                  2.0999999999998011E+000                  8.3991060709424614E-001                                        0                                        3 
                                     160                                      650                  1.2062169178680363E+005                  3.4657306007795627E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999513899984E-001                  1.9043421446307635E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999513899984E-001                  1.9043421446307635E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.6223609836882451E+000                 -9.8999999999999986E+001                 -2.2276219679134606E+001                 -6.6223609836882451E+000                 -6.6223609836883632E+000                 -1.9187629231080539E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7044374451796727E+000                  1.4983752722869526E+000                  8.6296590664862738E-001                  3.1892570687255408E+000                 -4.0639157278704450E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3484423259054653E+001                 -1.1355919820614455E+000                  6.4911733352770948E+000                  6.2122931276058135E-001                  8.5000496627212585E-001                  1.2966429887673299E+000                  6.9999999999875206E-001                  2.7997020236474890E-001                  3.4468833607861214E-003                  9.3805276451495428E-003                  3.4468833607861366E-003                  9.3805276451495393E-003                  2.0999999999997159E+000                  8.3991060709424603E-001                                        0                                        3 
                                     165                                      650                  1.3590871932690442E+005                  3.4981719335291492E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999576399989E-001                  2.1163806888955780E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999576399989E-001                  2.1163806888955780E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.5025962662277390E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.5025962662277390E+000                 -6.5025962662279460E+000                 -1.8823996977039410E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7054102078708580E+000                  1.4789071337742412E+000                  8.5128631200990157E-001                  3.2126162580029920E+000                 -3.6508363822704432E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3534309035905720E+001                 -1.0958146141693474E+000                  6.5013579966607304E+000                  6.2122539590062276E-001                  8.5000496627195776E-001                  1.2966429887678956E+000                  6.9999999999824736E-001                  2.7997020236474895E-001                  3.4468833607861206E-003                  9.3805276451495445E-003                  3.4468833607861362E-003                  9.3805276451495393E-003                  2.0999999999995937E+000                  8.3991060709424614E-001                                        0                                        3 
                                     170                                      651                  1.5237858196563370E+005                  3.5305996443873973E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999607649992E-001                  2.3366733235636122E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999607649992E-001                  2.3366733235636122E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.3836168863890261E+000                 -9.8999999999999986E+001                 -2.1799098424414943E+001                 -6.3836168863890261E+000                 -6.3836168863893867E+000                 -1.8464440442260837E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7064240184837813E+000                  1.4597176001410519E+000                  8.3966392396746070E-001                  3.2358610340878737E+000                 -3.2783343032453184E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3584643221582459E+001                 -1.0555265786110288E+000                  6.5114847867991150E+000                  6.2122154527381146E-001                  8.5000496627172339E-001                  1.2966429887686826E+000                  6.9999999999754470E-001                  2.7997020236474890E-001                  3.4468833607861193E-003                  9.3805276451495428E-003                  3.4468833607861340E-003                  9.3805276451495393E-003                  2.0999999999994201E+000                  8.3991060709424614E-001                                        0                                        3 
                                     175                                      652                  1.7012804285815131E+005                  3.5631383110843076E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999638899995E-001                  2.5667273850160094E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999638899995E-001                  2.5667273850160094E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2653581468810486E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.2653581468810486E+000                 -6.2653581468816721E+000                 -1.8108664405575460E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7073804026277655E+000                  1.4404335685749170E+000                  8.2810913989642465E-001                  3.2589706022299461E+000                 -2.9399779831645681E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3635466615481324E+001                 -1.0146937789578832E+000                  6.5215602363228591E+000                  6.2121776563535902E-001                  8.5000496627139766E-001                  1.2966429887697781E+000                  6.9999999999656737E-001                  2.7997020236474890E-001                  3.4468833607861188E-003                  9.3805276451495428E-003                  3.4468833607861314E-003                  9.3805276451495428E-003                  2.0999999999991750E+000                  8.3991060709424636E-001                                        0                                        3 
                                     180                                      656                  1.8927099993570335E+005                  3.5960869976706915E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999670149997E-001                  2.8002365321786049E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999670149997E-001                  2.8002365321786049E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.1475784842030636E+000                 -9.8999999999999986E+001                 -2.1197038433086981E+001                 -6.1475784842030627E+000                 -6.1475784842041339E+000                 -1.7755776280702811E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7084555503296430E+000                  1.4217484609461701E+000                  8.1661629067829589E-001                  3.2819563006662036E+000                 -2.6368120190880000E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3686880850333665E+001                 -9.7324138690382012E-001                  6.5316107921660009E+000                  6.2121404781628198E-001                  8.5000496627094435E-001                  1.2966429887713022E+000                  6.9999999999520757E-001                  2.7997020236474890E-001                  3.4468833607861188E-003                  9.3805276451495428E-003                  3.4468833607861310E-003                  9.3805276451495393E-003                  2.0999999999988277E+000                  8.3991060709424614E-001                                        0                                        3 
                                     185                                      654                  2.0991989396267640E+005                  3.6290535687186822E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999701400000E-001                  3.0426239190152798E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999701400000E-001                  3.0426239190152798E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.0302574062494703E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.0302574062494703E+000                 -6.0302574062512999E+000                 -1.7405652023108630E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7094280482969322E+000                  1.4028166172271439E+000                  8.0520537288420435E-001                  3.3047781362543867E+000                 -2.3597565394286072E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3738916694635137E+001                 -9.3114388213948363E-001                  6.5416414824416718E+000                  6.2121041273674504E-001                  8.5000496627031363E-001                  1.2966429887734230E+000                  6.9999999999331575E-001                  2.7997020236474890E-001                  3.4468833607861188E-003                  9.3805276451495428E-003                  3.4468833607861279E-003                  9.3805276451495376E-003                  2.0999999999983330E+000                  8.3991060709424614E-001                                        0                                        3 
                                     190                                      658                  2.3221204522024535E+005                  3.6626119548268368E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999717025001E-001                  3.2924850759789775E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999717025001E-001                  3.2924850759789775E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.9132173607508216E+000                 -9.8999999999999986E+001                 -2.1674159687806643E+001                 -5.9132173607508216E+000                 -5.9132173607539356E+000                 -1.7057639193823746E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7104519450398747E+000                  1.3842676936463594E+000                  7.9388311760792751E-001                  3.3274226468069403E+000                 -2.1100627085296094E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3791663447968377E+001                 -8.8833400069361879E-001                  6.5516740308918893E+000                  6.2120686308595985E-001                  8.5000496626943567E-001                  1.2966429887763757E+000                  6.9999999999068152E-001                  2.7997020236474895E-001                  3.4468833607861188E-003                  9.3805276451495445E-003                  3.4468833607861279E-003                  9.3805276451495393E-003                  2.0999999999976398E+000                  8.3991060709424614E-001                                        0                                        3 
                                     195                                      659                  2.5630690699794752E+005                  3.6963489232169460E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999732650002E-001                  3.5490102765779941E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999732650002E-001                  3.5490102765779941E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.7961786200578773E+000                 -9.8999999999999986E+001                 -2.0975189683470624E+001                 -5.7961786200578773E+000                 -5.7961786200631646E+000                 -1.6710729263836892E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7114757215422407E+000                  1.3658958392929637E+000                  7.8264963742649640E-001                  3.3498896071698026E+000                 -1.8832417049805699E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3845250051119981E+001                 -8.4471664524198586E-001                  6.5617419071791163E+000                  6.2120340646253369E-001                  8.5000496626821065E-001                  1.2966429887804960E+000                  6.9999999998700568E-001                  2.7997020236474901E-001                  3.4468833607861188E-003                  9.3805276451495462E-003                  3.4468833607861266E-003                  9.3805276451495410E-003                  2.0999999999966570E+000                  8.3991060709424636E-001                                        0                                        3 
                                     200                                      659                  2.8236123344842473E+005                  3.7304529997383540E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999763900005E-001                  3.8135825768302767E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999763900005E-001                  3.8135825768302767E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6790376175049717E+000                 -9.8999999999999986E+001                 -2.1072099696478681E+001                 -5.6790376175049717E+000                 -5.6790376175139325E+000                 -1.6364474496105430E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7124868785385581E+000                  1.3476983241129741E+000                  7.7152856584386864E-001                  3.3721317503350581E+000                 -1.6770373148130909E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3899743064107188E+001                 -8.0024252970087351E-001                  6.5718620446660783E+000                  6.2120004994072409E-001                  8.5000496626649769E-001                  1.2966429887862549E+000                  6.9999999998186724E-001                  2.7997020236474895E-001                  3.4468833607861175E-003                  9.3805276451495445E-003                  3.4468833607861214E-003                  9.3805276451495393E-003                  2.0999999999952621E+000                  8.3991060709424614E-001                                        0                                        3 
                                     205                                      662                  3.1055845042072068E+005                  3.7649499981471757E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999779525006E-001                  4.0858149332848959E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999779525006E-001                  4.0858149332848959E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.5615142920407159E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.5615142920407159E+000                 -5.5615142920559029E+000                 -1.6017824887061000E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7135646443344803E+000                  1.3300118914107932E+000                  7.6052981790093355E-001                  3.3941292462209285E+000                 -1.4909122897140730E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3955270870258850E+001                 -7.5481913319631289E-001                  6.5820698666144377E+000                  6.2119679138695827E-001                  8.5000496626409694E-001                  1.2966429887943280E+000                  6.9999999997466478E-001                  2.7997020236474901E-001                  3.4468833607861175E-003                  9.3805276451495462E-003                  3.4468833607861201E-003                  9.3805276451495393E-003                  2.0999999999932855E+000                  8.3991060709424603E-001                                        0                                        3 
                                     210                                      664                  3.4111064608904975E+005                  3.7999703853736628E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999795150007E-001                  4.3660404331166985E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999795150007E-001                  4.3660404331166985E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4433028258982583E+000                 -8.7479999736472649E+001                 -9.8999999999999986E+001                 -5.4433028258982583E+000                 -5.4433028259240457E+000                 -1.5669670150422629E+001                 -8.7479999736472649E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7146962358463158E+000                  1.3128156709483105E+000                  7.4966852464602063E-001                  3.4158518327307541E+000                 -1.3220403594588174E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4011980684051345E+001                 -7.0833705455984608E-001                  6.5924028307218814E+000                  6.2119362656780697E-001                  8.5000496626071820E-001                  1.2966429888056883E+000                  6.9999999996452933E-001                  2.7997020236474895E-001                  3.4468833607861162E-003                  9.3805276451495445E-003                  3.4468833607861188E-003                  9.3805276451495393E-003                  2.0999999999904757E+000                  8.3991060709424614E-001                                        0                                        3 
                                     215                                      664                  3.7424347786889353E+005                  3.8354105114076091E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999795150007E-001                  4.6542493349004210E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999795150007E-001                  4.6542493349004210E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.3241526528636971E+000                 -8.5596676972863989E+001                 -9.8999999999999986E+001                 -5.3241526528636971E+000                 -5.3241526529076371E+000                 -1.5319079425102606E+001                 -8.5596676972863989E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7158108437627395E+000                  1.2958931169471690E+000                  7.3897803181260280E-001                  3.4372328183975900E+000                 -1.1672433889564082E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4070002818314100E+001                 -6.6069876768008073E-001                  6.6028933907581031E+000                  6.2119054732284951E-001                  8.5000496625594391E-001                  1.2966429888217430E+000                  6.9999999995020568E-001                  2.7997020236474895E-001                  3.4468833607861149E-003                  9.3805276451495445E-003                  3.4468833607861188E-003                  9.3805276451495410E-003                  2.0999999999864705E+000                  8.3991060709424636E-001                                        0                                        3 
                                     220                                      667                  4.1023302422691125E+005                  3.8716805487562302E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999834212516E-001                  4.9515763655508888E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999834212516E-001                  4.9515763655508888E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.2036098654209830E+000                 -8.4587447356647687E+001                 -2.0594978441759018E+001                 -5.2036098654209830E+000                 -5.2036098654963023E+000                 -1.4964489484366121E+001                 -8.4587447356647687E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7170361015733162E+000                  1.2797969025447462E+000                  7.2847940899023766E-001                  3.4582300640423198E+000                 -1.0271001434217691E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4129548575326860E+001                 -6.1174623368942094E-001                  6.6135944604365484E+000                  6.2118753958948936E-001                  8.5000496624915600E-001                  1.2966429888445674E+000                  6.9999999992984230E-001                  2.7997020236474901E-001                  3.4468833607861149E-003                  9.3805276451495462E-003                  3.4468833607861171E-003                  9.3805276451495393E-003                  2.0999999999807355E+000                  8.3991060709424614E-001                                        0                                        3 
                                     225                                      670                  4.4940919126852724E+005                  3.9088692278885735E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999842025011E-001                  5.2596089499325871E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999842025011E-001                  5.2596089499325871E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0811488772807074E+000                 -8.3638304260190736E+001                 -9.8999999999999986E+001                 -5.0811488772807074E+000                 -5.0811488774109588E+000                 -1.4604151549976523E+001                 -8.3638304260190736E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7182767088989226E+000                  1.2642112784121813E+000                  7.1820538227274200E-001                  3.4787781174773111E+000                 -8.9778245030211594E-009                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4190873281885125E+001                 -5.6128415716926428E-001                  6.6245658192248023E+000                  6.2118458155642353E-001                  8.5000496623943123E-001                  1.2966429888772684E+000                  6.9999999990066775E-001                  2.7997020236474895E-001                  3.4468833607861132E-003                  9.3805276451495445E-003                  3.4468833607861162E-003                  9.3805276451495410E-003                  2.0999999999724719E+000                  8.3991060709424636E-001                                        0                                        3 
                                     230                                      671                  4.9214610769346025E+005                  3.9471263768095803E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999857650013E-001                  5.5790880316207470E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999857650013E-001                  5.5790880316207470E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9561517542357540E+000                 -8.2678027900563578E+001                 -9.8999999999999986E+001                 -4.9561517542357540E+000                 -4.9561517544637361E+000                 -1.4236034860905125E+001                 -8.2678027900563578E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7196726034152103E+000                  1.2497833216034258E+000                  7.0819961483578864E-001                  3.4987896523512183E+000                 -7.8002402282584857E-009                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4254271844850486E+001                 -5.0908870280276486E-001                  6.6358782364503428E+000                  6.2118165153142224E-001                  8.5000496622537225E-001                  1.2966429889245423E+000                  6.9999999985849104E-001                  2.7997020236474901E-001                  3.4468833607861128E-003                  9.3805276451495462E-003                  3.4468833607861149E-003                  9.3805276451495393E-003                  2.0999999999604793E+000                  8.3991060709424614E-001                                        0                                        3 
                                     235                                      671                  5.3887925405264762E+005                  3.9863885396802590E+000                  3.0000000000000000E+000                  3.3775627165080330E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999857650013E-001                  5.9110493163856437E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999857650013E-001                  5.9110493163856437E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8278988012164934E+000                 -8.1691864942961260E+001                 -9.8999999999999986E+001                 -4.8278988012164934E+000                 -4.8278988016218785E+000                 -1.3857815239527472E+001                 -8.1691864942961260E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7210948408793567E+000                  1.2361323847028067E+000                  6.9852967145718747E-001                  3.5181295391084206E+000                 -6.6935434898632245E-009                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4320093164869014E+001                 -4.5489408482620980E-001                  6.6476145316647761E+000                  6.2117872185043055E-001                  8.5000496620482413E-001                  1.2966429889936362E+000                  6.9999999979684679E-001                  2.7997020236474901E-001                  3.4468833607861119E-003                  9.3805276451495462E-003                  3.4468833607861145E-003                  9.3805276451495410E-003                  2.0999999999429098E+000                  8.3991060709424636E-001                                        0                                        3 
