  R                          dLalpha0                ddLtemp0                   ddLalpha0                ddbeta
  0.90000000000000002        10.480772933797436       -80.758485396164687        90.629530828715929       -4430.5803110936549     
  0.89945795529232764        10.431947096473337       -79.697819913747566        89.526869298574425       -4342.9696824653465     
  0.89783312700248863        10.289120410951133       -76.588073292036370        86.297256478568968       -4092.8378458834800     
  0.89512942948415153        10.062796981029097       -71.645222116498900        81.171793793543387       -3715.6389698983617     
  0.89135337618145372        9.7690286356086755       -65.223662285982755        74.520682464459114       -3262.2775363200549     
  0.88651406393754484        9.4273840237622188       -57.799005007862760        66.826272052672081       -2788.8866960779883     
  0.88062315107949396        9.0584414037183461       -49.931381908476588        58.639675585905430       -2346.0904351146883     
  0.87369482933235931        8.6811808124866658       -42.206358530755928        50.521573977186286       -1970.2046274930844     
  0.86574578963007909        8.3107402649274285       -35.158802907431756        42.973645072226638       -1678.2736266134111     
  0.85679518190554960        7.9569949579684360       -29.193761610208785        36.372727023861472       -1467.8249288599441     
  0.84686456895675977        7.6242787375500392       -24.523880055696640        30.922808113084891       -1321.0270269654127     
  0.83597787450012251        7.3123019920324115       -21.142314125013680        26.638354424856288       -1211.8691240129890     
  0.82416132553614541        7.0179919456635629       -18.842623474528345        23.366001667772483       -1114.3180486064985     
  0.81144338916629022        6.7376967302861352       -17.284520172465992        20.841716838730342       -1009.3049764846520     
  0.79785470401323166        6.4690631164145893       -16.090399470542106        18.770129133976063       -888.85651262816475     
  0.78342800640973165        6.2119890832491880       -14.947008782704875        16.905318555312913       -756.56434368723740     
  0.76819805153394638        5.9683607229885487       -13.683362266771036        15.110739014855946       -624.63093014123592     
  0.75220152968115828        5.7407176289363369       -12.301815028391998        13.381217229911458       -508.64644315604806     
  0.73547697787364064        5.5304028497244602       -10.952810476142863        11.820930366645973       -421.79995453545604     
  0.71806468702159509        5.3359858532679318       -9.8612062511564069        10.584739470866593       -370.27198746011487     
  0.70000660485882105        5.1526963412446429       -9.2277347758952537        9.8019970491358350       -351.10623149392853     
  0.68134623488694979        4.9732689355174982       -9.1378011988976784        9.5080281432809350       -353.06267509492540     
  0.66212853157169904        4.7900778687403793       -9.5082974500399775        9.6066504568172029       -360.05185601326781     
  0.64239979204362696        4.5979203737071730       -10.091488096732009        9.8775966682223810       -356.00156834628064     
  0.62220754456429039        4.3964844155240677       -10.536756986578357        10.028336678565866       -329.62258597242965     
  0.60160043402649899        4.1915482396663544       -10.491888516648764        9.7750959269373574       -277.61817919858873     
  0.58062810476450799        3.9943268911621934       -9.7118839565705706        8.9276475082850144       -205.38744981631913     
  0.55934108095646884        3.8189933236863158       -8.1397750856649704        7.4502394953395248       -125.04682050022186     
  0.53779064490725781        3.6790495135767785       -5.9319725351287307        5.4778059888371189       -51.405228694748857     
  0.51602871350491275        3.5836709128802533       -3.4180442166460110        3.2804680638990158        2.8615541441385486     
  0.49410771314830243        3.5352209888982595       -1.0059867752582350        1.1859341461451225        31.359244592087066     
  0.47208045344733818        3.5287852675703064       0.93785164101768248      -0.51660179794855232        36.175556893233036     
  0.45000000000000001        3.5539114251575787        2.1960567303656817       -1.6607505448718507        27.445483316447195     
  0.42791954655266190        3.5979878711489786        2.7598065333273056       -2.2480539018532313        20.378533253003454     
  0.40589228685169770        3.6501138021539572        2.8208524116959297       -2.4385310108369711        30.600678167462032     
  0.38397128649508727        3.7041207257726696        2.6974231602334418       -2.4884878232156935        69.169927522802482     
  0.36220935509274232        3.7596782490197773        2.7172060172075740       -2.6545399306277964        138.73476107318734     
  0.34065891904353129        3.8210701255711625        3.0949509903685408       -3.0942077435677335        231.98808294051659     
  0.31937189523549198        3.8940374302548291        3.8446485703994084       -3.7953457954871093        332.91854273212419     
  0.29839956597350104        3.9817719373564482        4.7556800316728891       -4.5582676789736949        420.56458445034684     
  0.27779245543570963        4.0814628377742208        5.4421079896829347       -5.0382473182614849        474.26402818758214     
  0.25760020795637317        4.1826398712967965        5.4508545864943212       -4.8371866254078704        478.96755439447037     
  0.23787146842830104        4.2679703919912084        4.3955154035148825       -3.6176445781882536        429.16831693697355     
  0.21865376511305032        4.3163603492966995        2.0742100798041361       -1.2051267412376139        330.39416663521985     
  0.19999339514117911        4.3074588229079831       -1.4650415866845763        2.3520911725504572        197.89782903228280     
  0.18193531297840504        4.2262274744313544       -5.9310229509479235        6.7833328741146053        52.964260863763649     
  0.16452302212635964        4.0662506785865675       -10.864502332503179        11.655328714276866       -82.092047176425936     
  0.14779847031884172        3.8309081737486550       -15.756413824746149        16.472642968912862       -188.82986614437127     
  0.13180194846605364        3.5322391906836952       -20.170229358446118        20.788016610422069       -256.14661843180727     
  0.11657199359026850        3.1880406890020070       -23.829355202319576        24.289945562083982       -281.42513437999065     
  0.10214529598676836        2.8182184960136238       -26.643119393766863        26.843256970228094       -269.18390264005205     
   8.8556610833709831E-002   2.4415025533762353       -28.666493047761833        28.474426316335752       -227.79584960352321     
   7.5838674463854602E-002   2.0733460475258965       -30.011864119338352        29.311582208193968       -165.40533417167319     
   6.4022125499877555E-002   1.7252915550078938       -30.748107642035723        29.503576102205688       -86.394593569595656     
   5.3135431043240276E-002   1.4055241160127012       -30.827034291248950        29.148443502688476        10.434783556876914     
   4.3204818094450502E-002   1.1199538571197045       -30.068201486052708        28.257179743667187        131.33751169570564     
   3.4254210369920969E-002  0.87310568192538673       -28.212853736918266        26.765570641572605        284.86102154378949     
   2.6305170667640689E-002  0.66833696052782710       -25.033031970334811        24.589345109511473        477.65591443348023     
